"ANZ","Angus Downs","Angus Downs","Australia","AU",-25.083333,132.166667,802,"Australië",\N,\N,2077456
"AYL","Anthony Lagoon","Anthony Lagoon","Australia","AU",-18.016667,135.550000,802,"Australië",\N,\N,2077456
"AXC","Aramac","Aramac","Australia","AU",-23.083333,145.250000,802,"Australië",\N,\N,2077456
"ARY","Ararat","Ararat","Australia","AU",-37.309444,142.988611,802,"Australië",\N,2177756,2077456
"GYL","Argyle","Argyle","Australia","AU",-16.640833,128.450000,802,"Australië",\N,\N,2077456
"AGY","Argyle Downs","Argyle Downs","Australia","AU",-16.350000,128.750000,802,"Australië",\N,\N,2077456
"ARM","Armidale","Armidale","Australia","AU",-30.533333,151.616667,802,"Australië",\N,2177671,2077456
"AAB","Arrabury","Arrabury","Australia","AU",-26.750000,141.000000,802,"Australië",\N,\N,2077456
"AUD","Augustus Downs","Augustus Downs","Australia","AU",-18.666667,139.933333,802,"Australië",\N,\N,2077456
"AUU","Aurukun Mission","Aurukun Mission","Australia","AU",-13.353889,141.720833,802,"Australië",\N,\N,2077456
"AWP","Austral Downs","Austral Downs","Australia","AU",-20.333333,137.250000,802,"Australië",\N,\N,2077456
